City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Soma,TR,2022-06-19 03:08:23,39.1855,27.6094,62.02,86,27,10.38
272,Victor Harbor,AU,2022-06-19 03:08:23,-35.5667,138.6167,60.01,63,100,4.0
273,Orbetello,IT,2022-06-19 03:08:24,42.4408,11.2196,69.66,51,27,9.31
274,Coquimbo,CL,2022-06-19 03:08:24,-29.9533,-71.3436,55.13,87,100,4.61
275,Krasnorechenskiy,RU,2022-06-19 03:08:24,44.6265,135.3532,71.8,59,88,11.03
276,Paita,PE,2022-06-19 03:08:24,-5.0892,-81.1144,63.1,83,22,16.26
277,Makakilo City,US,2022-06-19 03:08:25,21.3469,-158.0858,84.52,54,100,14.97
278,Tessaoua,NE,2022-06-19 03:08:25,13.7574,7.9874,83.3,49,83,10.2
279,Camara De Lobos,PT,2022-06-19 03:08:25,32.6333,-16.9667,68.72,86,40,11.5
280,Iqaluit,CA,2022-06-19 03:08:26,63.7506,-68.5145,45.7,50,94,10.0
281,Bolobo,CD,2022-06-19 03:08:26,-2.1667,16.2333,69.21,91,100,2.62
282,Nalut,LY,2022-06-19 03:08:27,30.3333,10.85,75.2,36,0,10.25
283,Tarakan,ID,2022-06-19 03:08:27,3.3,117.6333,85.5,74,40,4.61
284,Miri,MY,2022-06-19 03:08:27,4.4148,114.0089,84.45,68,100,1.77
285,Puerto Quijarro,BO,2022-06-19 03:08:28,-17.7833,-57.7667,64.09,65,2,2.68
286,Ambilobe,MG,2022-06-19 03:08:28,-13.2,49.05,66.16,92,4,3.2
287,Marawi,PH,2022-06-19 03:08:28,7.9986,124.2928,77.7,79,76,3.85
288,Onega,RU,2022-06-19 03:08:29,63.9061,38.1404,49.24,85,100,4.79
289,Palia Kalan,IN,2022-06-19 03:08:29,28.45,80.5833,93.54,34,35,8.77
290,Dunedin,NZ,2022-06-19 03:08:29,-45.8742,170.5036,46.8,75,93,8.01
291,Roma,US,2022-06-19 03:06:12,43.2128,-75.4557,53.87,70,6,11.32
292,Ixchiguan,GT,2022-06-19 03:08:30,15.2,-91.8833,47.98,97,100,2.37
293,San Cristobal,VE,2022-06-19 03:04:47,7.7669,-72.225,73.58,98,32,3.85
294,Saint-Raphael,HT,2022-06-19 03:08:30,19.4333,-72.2,73.35,86,99,2.39
295,Weligama,LK,2022-06-19 03:08:30,5.9667,80.4167,81.37,77,40,5.01
296,Ust-Nera,RU,2022-06-19 03:08:31,64.5667,143.2,66.61,40,67,4.9
297,Kirakira,SB,2022-06-19 03:08:31,-10.4544,161.9205,81.99,75,96,4.65
298,Mumbwa,ZM,2022-06-19 03:08:31,-14.9783,27.0619,52.52,84,73,3.96
299,Sao Joao Da Barra,BR,2022-06-19 03:05:08,-21.6403,-41.0511,69.58,90,69,13.56
300,Gat,IL,2022-06-19 03:08:32,31.61,34.7642,72.39,100,2,0.96
301,Adana,TR,2022-06-19 03:08:32,36.985,35.2881,75.22,88,40,5.75
302,Manta,EC,2022-06-19 03:08:32,-0.95,-80.7333,71.38,83,100,8.05
303,Fort William,GB,2022-06-19 03:08:33,56.8165,-5.1121,52.3,85,72,5.39
304,Caraballeda,VE,2022-06-19 03:08:33,10.6112,-66.8522,78.87,73,40,5.75
305,Majene,ID,2022-06-19 03:08:33,-3.5403,118.9707,82.33,74,56,5.03
306,Sorong,ID,2022-06-19 03:08:34,-0.8833,131.25,81.63,75,52,3.2
307,Merauke,ID,2022-06-19 03:06:34,-8.4667,140.3333,82.71,76,39,12.41
308,Bafoulabe,ML,2022-06-19 03:07:20,13.8065,-10.8321,79.14,76,95,7.65
309,Dongying,CN,2022-06-19 03:08:34,37.4564,118.4856,93.43,37,0,7.54
310,Ixtapa,MX,2022-06-19 03:08:35,20.7,-105.2,83.23,74,100,9.22
311,Del Rio,US,2022-06-19 03:08:35,29.3627,-100.8968,91.51,31,0,9.22
312,Hervey Bay,AU,2022-06-19 03:08:35,-25.2986,152.8535,67.93,70,37,12.17
313,Ancud,CL,2022-06-19 03:05:16,-41.8697,-73.8203,43.23,89,100,2.53
314,Malanje,AO,2022-06-19 03:08:36,-9.5402,16.341,53.31,84,23,1.54
315,Nanortalik,GL,2022-06-19 03:08:36,60.1432,-45.2371,45.66,97,100,16.49
316,Key West,US,2022-06-19 03:08:36,24.5557,-81.7826,82.4,76,75,20.71
317,Suhbaatar,MN,2022-06-19 03:08:37,50.2314,106.2078,56.5,90,100,2.68
318,Hailun,CN,2022-06-19 03:09:37,47.45,126.9333,80.1,32,0,10.83
319,Salvacion,PH,2022-06-19 03:09:37,7.9833,126.1333,87.49,63,85,1.52
320,Ibra,OM,2022-06-19 03:09:38,22.6906,58.5334,82.08,69,7,0.69
321,Ahipara,NZ,2022-06-19 03:09:38,-35.1667,173.1667,62.62,78,82,4.5
322,Egvekinot,RU,2022-06-19 03:09:38,66.3167,-179.1667,46.62,61,99,5.97
323,Broken Hill,AU,2022-06-19 03:09:39,-31.95,141.4333,56.64,49,100,10.71
324,Pullman,US,2022-06-19 03:09:39,46.7313,-117.1796,57.85,74,100,8.05
325,Fershampenuaz,RU,2022-06-19 03:09:39,53.5202,59.8117,62.98,83,41,11.92
326,Comodoro Rivadavia,AR,2022-06-19 03:09:40,-45.8667,-67.5,35.46,87,40,12.66
327,Osmena,PH,2022-06-19 03:09:40,10.5208,119.9258,84.76,66,100,1.57
328,Southampton,GB,2022-06-19 03:06:17,50.904,-1.4043,51.87,85,100,1.99
329,Lampa,CL,2022-06-19 03:09:40,-33.2833,-70.9,53.96,53,100,2.3
330,Buala,SB,2022-06-19 03:09:41,-8.145,159.5921,84.27,68,95,6.02
331,Bonnyville,CA,2022-06-19 03:09:41,54.2668,-110.735,62.91,92,100,6.11
332,Corn Island,NI,2022-06-19 03:09:41,12.1694,-83.0418,82.42,77,95,9.95
333,Kuytun,RU,2022-06-19 03:09:42,54.3419,101.5036,70.36,51,17,2.39
334,Alekseyevka,RU,2022-06-19 03:09:42,50.6309,38.6903,59.25,88,28,3.24
335,Ekhabi,RU,2022-06-19 03:09:43,53.5102,142.9671,49.69,81,100,13.38
336,Pacific Grove,US,2022-06-19 03:09:43,36.6177,-121.9166,63.55,80,20,12.66
337,San Policarpo,PH,2022-06-19 03:09:43,12.1791,125.5072,84.72,72,88,5.91
338,Athabasca,CA,2022-06-19 03:06:00,54.7169,-113.2854,57.43,85,32,8.32
339,Noumea,NC,2022-06-19 03:09:44,-22.2763,166.4572,75.18,99,100,10.36
340,Nouadhibou,MR,2022-06-19 03:09:44,20.931,-17.0347,67.91,89,76,6.35
341,Nioro,GM,2022-06-19 03:09:45,13.35,-15.75,77.61,75,99,8.77
342,Konevo,RU,2022-06-19 03:09:45,62.1215,39.3192,49.24,81,92,5.41
343,Quatre Cocos,MU,2022-06-19 03:09:45,-20.2078,57.7625,69.1,87,11,9.37
344,Liku,ID,2022-06-19 03:09:45,-0.7275,119.8922,84.92,71,29,0.85
345,Naze,JP,2022-06-19 03:09:46,28.3667,129.4833,77.92,87,100,10.11
346,Dzaoudzi,YT,2022-06-19 03:09:46,-12.7887,45.2699,76.89,78,75,13.8
347,Miguel Hidalgo,MX,2022-06-19 03:05:40,19.4225,-99.2028,63.43,70,100,11.5
348,Talnakh,RU,2022-06-19 03:09:47,69.4865,88.3972,56.16,35,97,3.38
349,Siyabuswa,ZA,2022-06-19 03:09:47,-25.1132,29.0445,50.18,44,0,3.27
350,Lillesand,NO,2022-06-19 03:09:47,58.2488,8.3778,43.34,93,78,4.61
351,Talakan,RU,2022-06-19 03:09:48,50.3167,130.3667,72.7,43,15,13.04
352,North Bend,US,2022-06-19 03:09:48,43.4065,-124.2243,59.23,91,100,6.91
353,Tiznit,MA,2022-06-19 03:09:48,29.5833,-9.5,75.11,48,0,1.07
354,Chernyshevskiy,RU,2022-06-19 03:09:49,63.0128,112.4714,77.92,27,63,5.41
355,Lorengau,PG,2022-06-19 03:09:49,-2.0226,147.2712,84.0,64,8,8.55
356,Alpena,US,2022-06-19 03:09:49,45.0617,-83.4327,57.52,51,0,5.75
357,Penzance,GB,2022-06-19 03:09:50,50.1186,-5.5371,56.95,70,100,22.59
358,Olinda,BR,2022-06-19 03:09:29,-8.0089,-34.8553,76.73,88,75,3.44
359,Los Llanos De Aridane,ES,2022-06-19 03:09:50,28.6585,-17.9182,65.95,93,100,13.8
360,Rimini,IT,2022-06-19 03:09:51,44.0241,12.5186,72.14,58,6,2.3
361,Sarandi,BR,2022-06-19 03:09:51,-23.4436,-51.8739,48.43,81,0,1.88
362,Arkhangelsk,RU,2022-06-19 03:09:51,64.5401,40.5433,51.12,81,20,2.24
363,Meulaboh,ID,2022-06-19 03:09:51,4.1363,96.1285,81.84,70,71,2.21
364,Gazanjyk,TM,2022-06-19 03:09:52,39.2446,55.5154,80.78,39,0,2.73
365,Bangkal,PH,2022-06-19 03:09:52,6.0667,121.0667,85.59,64,97,3.58
366,Shamary,RU,2022-06-19 03:10:52,57.3434,58.2199,59.68,82,51,3.96
367,Umm Lajj,SA,2022-06-19 03:10:53,25.0213,37.2685,83.5,61,2,7.56
368,Iskenderun,TR,2022-06-19 03:10:53,36.5872,36.1735,76.03,75,0,5.03
369,Bykovo,RU,2022-06-19 03:10:53,55.6361,38.0803,61.41,72,0,2.24
370,Ossora,RU,2022-06-19 03:10:54,59.2353,163.0719,50.68,77,99,2.39
371,Nabire,ID,2022-06-19 03:10:54,-3.3667,135.4833,82.54,76,99,3.33
372,Los Angeles,US,2022-06-19 03:06:23,34.0522,-118.2437,73.02,59,0,12.66
373,Kysyl-Syr,RU,2022-06-19 03:10:55,63.8986,122.7617,78.51,33,96,9.62
374,Vila Velha,BR,2022-06-19 03:10:55,-20.3297,-40.2925,73.35,83,20,10.36
375,Vila Franca Do Campo,PT,2022-06-19 03:10:55,37.7167,-25.4333,63.19,79,30,13.67
376,Beloha,MG,2022-06-19 03:10:55,-25.1667,45.05,57.96,90,1,6.2
377,Ganzhou,CN,2022-06-19 03:10:56,28.8184,115.4327,75.07,97,100,6.85
378,Yanam,IN,2022-06-19 03:10:56,16.7333,82.2167,89.28,62,88,4.85
379,Skibbereen,IE,2022-06-19 03:10:57,51.55,-9.2667,53.11,76,37,11.92
380,Verkhoyansk,RU,2022-06-19 03:10:57,67.5447,133.385,69.53,48,73,23.35
381,College,US,2022-06-19 03:10:57,64.8569,-147.8028,69.75,52,75,5.75
382,Kruisfontein,ZA,2022-06-19 03:06:11,-34.0033,24.7314,50.88,91,9,7.78
383,Djenne,ML,2022-06-19 03:10:58,13.9061,-4.5533,78.48,67,100,6.42
384,Fairbanks,US,2022-06-19 03:06:24,64.8378,-147.7164,69.76,53,40,5.75
385,Aykhal,RU,2022-06-19 03:10:58,66.0,111.5,54.55,51,100,20.49
386,Lima,PE,2022-06-19 03:06:14,-12.0432,-77.0282,59.25,82,0,9.22
387,Nisko,PL,2022-06-19 03:10:59,50.5199,22.1397,60.28,72,9,1.99
388,Esso,RU,2022-06-19 03:11:00,55.9333,158.7,57.67,60,88,8.5
389,Brainerd,US,2022-06-19 03:11:00,46.358,-94.2008,73.65,56,0,8.05
390,Atbasar,KZ,2022-06-19 03:11:00,51.8,68.3333,76.82,43,44,5.73
391,Mayor Pablo Lagerenza,PY,2022-06-19 03:11:00,-19.9309,-60.7718,62.44,40,37,3.83
392,Erenhot,CN,2022-06-19 03:11:01,43.6475,111.9767,94.57,13,57,12.08
393,Atlantic Beach,US,2022-06-19 03:11:01,30.3344,-81.3987,84.99,85,20,3.44
394,Isangel,VU,2022-06-19 03:11:01,-19.55,169.2667,78.91,83,100,6.91
395,Birmingham,US,2022-06-19 03:09:28,33.5207,-86.8025,80.47,59,0,4.61
396,Longyearbyen,SJ,2022-06-19 03:11:02,78.2186,15.6401,40.84,75,100,12.66
397,Huarmey,PE,2022-06-19 03:11:02,-10.0681,-78.1522,62.8,82,21,10.85
398,Port Blair,IN,2022-06-19 03:11:03,11.6667,92.75,78.84,94,40,1.14
399,Okha,RU,2022-06-19 03:11:03,53.5739,142.9478,48.49,83,100,13.13
400,Yakeshi,CN,2022-06-19 03:11:03,49.2833,120.7333,78.39,27,100,4.83
401,Yenagoa,NG,2022-06-19 03:11:04,4.9247,6.2642,72.84,96,99,2.06
402,Shimoda,JP,2022-06-19 03:11:04,34.6667,138.95,81.1,79,98,11.34
403,Newark,US,2022-06-19 03:10:24,40.7357,-74.1724,62.55,65,40,9.22
404,Tiarei,PF,2022-06-19 03:11:04,-17.5333,-149.3333,78.01,79,32,21.7
405,Spasskoye,RU,2022-06-19 03:11:05,44.6108,132.7969,72.39,68,19,8.43
406,Husavik,IS,2022-06-19 03:06:16,66.0449,-17.3389,48.92,69,38,12.46
407,Prachatice,CZ,2022-06-19 03:11:05,49.0129,13.9975,66.07,66,0,5.41
408,Opuwo,NA,2022-06-19 03:11:06,-18.0607,13.84,54.05,69,0,1.54
409,Formosa,AR,2022-06-19 03:12:06,-26.1775,-58.1781,48.18,76,0,3.44
410,Sur,OM,2022-06-19 03:12:06,22.5667,59.5289,86.79,69,5,5.28
411,Lumby,CA,2022-06-19 03:12:07,50.2498,-118.969,67.05,85,95,1.77
412,Cubarral,CO,2022-06-19 03:12:07,3.7935,-73.8406,68.54,94,39,4.25
413,Verkhnevilyuysk,RU,2022-06-19 03:12:07,63.4453,120.3167,79.09,31,89,8.23
414,Fare,PF,2022-06-19 03:12:08,-16.7,-151.0167,79.21,77,6,17.6
415,Quimper,FR,2022-06-19 03:12:08,48.0,-4.1,57.78,88,100,16.11
416,Sokoni,TZ,2022-06-19 03:12:08,-6.4333,39.55,78.24,71,17,19.84
417,Kilakarai,IN,2022-06-19 03:10:42,9.2333,78.7833,84.49,68,84,5.53
418,Sistranda,NO,2022-06-19 03:12:09,63.7256,8.834,44.56,79,19,5.26
419,Auki,SB,2022-06-19 03:12:09,-8.7676,160.7034,82.2,74,32,2.21
420,Amarillo,US,2022-06-19 03:12:10,35.222,-101.8313,83.68,43,0,17.27
421,Touros,BR,2022-06-19 03:12:10,-5.1989,-35.4608,75.27,87,12,9.73
422,Sambava,MG,2022-06-19 03:12:10,-14.2667,50.1667,68.88,88,41,7.65
423,Tsabong,BW,2022-06-19 03:12:11,-26.0217,22.401,52.11,39,23,6.53
424,Grand-Santi,GF,2022-06-19 03:12:11,4.25,-54.3833,71.94,100,100,2.06
425,Visnes,NO,2022-06-19 03:12:11,59.3556,5.2242,55.45,82,20,17.27
426,Togur,RU,2022-06-19 03:12:12,58.3631,82.8265,66.87,71,13,4.45
427,Bamiantong,CN,2022-06-19 03:12:12,44.9333,130.5333,77.2,47,12,11.45
428,Yar-Sale,RU,2022-06-19 03:08:46,66.8333,70.8333,68.18,52,94,11.39
429,Lompoc,US,2022-06-19 03:12:13,34.6391,-120.4579,60.94,75,0,19.57
430,Santa Ana,US,2022-06-19 03:10:18,33.7456,-117.8678,72.91,58,0,10.36
431,Tara,RU,2022-06-19 03:12:13,56.8944,74.371,68.49,71,44,3.44
432,Te Anau,NZ,2022-06-19 03:12:13,-45.4167,167.7167,44.89,93,98,3.18
433,Shiyan,CN,2022-06-19 03:12:14,32.6475,110.7781,81.41,70,95,6.11
434,Leshukonskoye,RU,2022-06-19 03:12:14,64.8989,45.7622,46.27,88,96,6.38
435,Fereydun Kenar,IR,2022-06-19 03:12:14,36.6864,52.5225,75.6,71,18,4.94
436,Warrnambool,AU,2022-06-19 03:12:15,-38.3833,142.4833,53.82,67,100,16.33
437,Rockhampton,AU,2022-06-19 03:12:15,-23.3833,150.5,73.29,53,40,10.36
438,Sovetskaya Gavan,RU,2022-06-19 03:12:16,48.9723,140.2878,50.59,98,100,4.85
439,Omboue,GA,2022-06-19 03:12:16,-1.5746,9.2618,71.1,87,80,5.95
440,Omsukchan,RU,2022-06-19 03:12:16,62.5333,155.8,51.87,78,100,7.49
441,Grindavik,IS,2022-06-19 03:12:17,63.8424,-22.4338,48.67,93,100,14.97
442,Uong Bi,VN,2022-06-19 03:12:17,21.0333,106.7833,93.18,52,89,6.33
443,Hoquiam,US,2022-06-19 03:12:17,46.9809,-123.8893,56.44,87,100,10.36
444,Maceio,BR,2022-06-19 03:08:36,-9.6658,-35.7353,72.84,94,75,2.3
445,Itoman,JP,2022-06-19 03:12:18,26.1247,127.6694,88.57,83,75,12.66
446,Lang Son,VN,2022-06-19 03:12:18,21.8333,106.7333,87.87,58,46,10.71
447,Methoni,GR,2022-06-19 03:12:18,36.8197,21.7049,72.21,65,0,2.86
448,Kosa,RU,2022-06-19 03:12:19,59.9445,54.9977,57.25,86,28,5.26
449,Rafsanjan,IR,2022-06-19 03:12:19,30.4067,55.9939,82.49,14,0,0.89
450,Okulovka,RU,2022-06-19 03:12:19,58.4008,33.2908,54.05,98,100,9.31
451,Wanaka,NZ,2022-06-19 03:12:20,-44.7,169.15,45.1,75,80,1.01
452,Russell,US,2022-06-19 03:12:20,32.3502,-85.1999,83.8,83,0,0.0
453,High Level,CA,2022-06-19 03:10:27,58.5169,-117.136,55.04,97,100,0.85
454,San Jose,US,2022-06-19 03:09:22,37.3394,-121.895,65.08,53,20,11.5
455,Nador,MA,2022-06-19 03:13:21,35.174,-2.9287,73.65,78,0,8.05
456,Tete,MZ,2022-06-19 03:13:21,-16.1564,33.5867,53.69,94,0,3.44
457,Altagracia De Orituco,VE,2022-06-19 03:13:21,9.8601,-66.3814,70.61,91,24,3.56
458,Kurduvadi,IN,2022-06-19 03:13:22,18.0833,75.4333,82.45,58,100,7.05
459,Lewisporte,CA,2022-06-19 03:13:22,49.2499,-55.0482,60.55,89,100,12.95
460,Portobelo,PA,2022-06-19 03:13:22,9.55,-79.65,75.96,86,96,5.35
461,Kichera,RU,2022-06-19 03:13:23,55.9375,110.0997,58.89,79,99,4.09
462,Waingapu,ID,2022-06-19 03:13:23,-9.6567,120.2641,85.17,64,97,14.99
463,Ornskoldsvik,SE,2022-06-19 03:13:24,63.2909,18.7153,46.6,88,100,16.6
464,Flin Flon,CA,2022-06-19 03:13:24,54.7682,-101.865,69.31,74,73,10.11
465,Otane,NZ,2022-06-19 03:12:48,-39.8833,176.6333,49.01,82,100,5.82
466,Puro,PH,2022-06-19 03:13:24,12.4841,123.3827,88.27,60,59,5.14
467,Aswan,EG,2022-06-19 03:13:25,24.0934,32.907,82.11,31,9,10.51
468,Qandala,SO,2022-06-19 03:13:25,11.472,49.8728,89.37,47,75,6.51
469,Govindgarh,IN,2022-06-19 03:13:26,27.5,76.9833,87.71,51,90,6.35
470,Suntar,RU,2022-06-19 03:13:26,62.1444,117.6319,80.8,25,22,8.43
471,Zhangjiakou,CN,2022-06-19 03:13:26,40.81,114.8794,84.13,46,1,4.81
472,Tual,ID,2022-06-19 03:08:43,-5.6667,132.75,81.86,76,84,15.61
473,Pedasi,PA,2022-06-19 03:13:27,7.5333,-80.0333,76.06,86,100,15.05
474,Irbit,RU,2022-06-19 03:13:27,57.6705,63.071,62.58,86,100,3.91
475,Poros,GR,2022-06-19 03:13:27,37.4994,23.4536,70.86,69,2,24.54
476,Ulladulla,AU,2022-06-19 03:13:28,-35.35,150.4667,61.77,64,29,9.35
477,Saint Anthony,US,2022-06-19 03:13:28,45.0205,-93.218,75.13,47,0,17.27
478,Kayerkan,RU,2022-06-19 03:13:28,69.3497,87.7602,50.0,47,73,11.36
479,Mokobeng,BW,2022-06-19 03:13:29,-22.9965,27.6678,53.96,59,0,3.11
480,Ponta Delgada,PT,2022-06-19 03:09:42,37.7333,-25.6667,63.5,67,20,16.11
481,Kitakata,JP,2022-06-19 03:13:29,37.65,139.8667,84.45,48,17,5.75
482,Oktyabrskiy,RU,2022-06-19 03:13:29,54.4815,53.471,61.75,81,97,4.68
483,Nijar,ES,2022-06-19 03:13:30,36.9665,-2.206,71.65,68,0,4.61
484,Broome,US,2022-06-19 03:13:30,42.2506,-75.833,56.62,64,0,8.05
485,Gushikawa,JP,2022-06-19 03:13:30,26.3544,127.8686,87.8,70,75,14.97
486,Nuoro,IT,2022-06-19 03:13:31,40.3211,9.3297,64.27,46,12,2.91
487,Urengoy,RU,2022-06-19 03:13:31,65.9667,78.3667,66.58,44,92,9.13
488,Shumskiy,RU,2022-06-19 03:13:32,54.8318,99.1328,74.03,38,89,3.94
489,Santa Cruz,BO,2022-06-19 03:13:32,-17.8,-63.1667,62.06,67,75,4.61
490,Gumdag,TM,2022-06-19 03:13:32,39.2061,54.5906,79.43,41,0,5.28
491,Macklin,CA,2022-06-19 03:13:33,52.3334,-109.9348,67.24,79,94,5.19
492,Turtas,RU,2022-06-19 03:13:33,58.9417,69.1325,69.94,56,32,4.25
493,Hami,CN,2022-06-19 03:13:33,42.8,93.45,83.7,18,7,6.71
494,Wonthaggi,AU,2022-06-19 03:13:34,-38.6044,145.5913,55.81,61,1,6.82
495,Brae,GB,2022-06-19 03:13:34,60.3964,-1.353,49.3,88,76,16.26
496,Ivanovka,KG,2022-06-19 03:13:34,42.8878,75.085,77.7,29,0,5.73
497,Yeniseysk,RU,2022-06-19 03:13:35,58.4497,92.1703,68.31,64,97,2.68
498,Hualmay,PE,2022-06-19 03:14:35,-11.0964,-77.6139,61.32,83,16,9.31
499,Monte Alegre,BR,2022-06-19 03:14:35,-2.0078,-54.0692,74.23,92,100,4.88
500,Basco,PH,2022-06-19 03:14:36,20.4487,121.9702,86.0,73,100,11.65
501,Mount Gambier,AU,2022-06-19 03:14:36,-37.8333,140.7667,54.84,65,100,12.53
502,Songkhla,TH,2022-06-19 03:14:36,6.8333,100.6667,84.25,72,59,5.28
503,Aranos,NA,2022-06-19 03:14:37,-24.1333,19.1167,47.43,35,0,5.97
504,Westport,US,2022-06-19 03:14:37,41.1415,-73.3579,59.27,87,100,6.91
505,Yulara,AU,2022-06-19 03:14:37,-25.2406,130.9889,67.78,25,100,4.99
506,Palatka,US,2022-06-19 03:14:38,29.6486,-81.6376,80.1,89,84,2.73
507,Redondo,PT,2022-06-19 03:14:38,38.6487,-7.5471,63.52,76,94,10.13
508,Libertador General San Martin,AR,2022-06-19 03:14:38,-23.8064,-64.7876,44.98,60,4,2.93
509,Vardo,NO,2022-06-19 03:14:39,70.3705,31.1107,40.98,93,100,4.61
510,Donskoy,RU,2022-06-19 03:14:39,53.9711,38.3363,55.71,84,92,7.87
511,Gaya,IN,2022-06-19 03:14:39,24.7833,85.0,92.53,45,82,13.29
512,Rundu,NA,2022-06-19 03:14:40,-17.9333,19.7667,50.54,51,0,4.32
513,Goderich,CA,2022-06-19 03:14:40,43.7501,-81.7165,56.91,73,0,10.58
514,Napier,NZ,2022-06-19 03:14:41,-39.4833,176.9167,49.28,89,100,3.0
515,Ruteng,ID,2022-06-19 03:14:41,-8.6136,120.4721,74.68,60,84,1.92
516,Guerrero Negro,MX,2022-06-19 03:14:41,27.9769,-114.0611,64.4,78,2,17.78
517,Constitucion,CL,2022-06-19 03:14:42,-35.3333,-72.4167,49.77,66,100,3.49
518,Thinadhoo,MV,2022-06-19 03:14:42,0.5333,72.9333,82.4,70,90,1.28
519,Anloga,GH,2022-06-19 03:14:42,5.7947,0.8973,76.57,83,100,6.62
520,Aksarayskiy,RU,2022-06-19 03:14:42,46.7924,48.0119,76.59,30,14,0.58
521,Port-Cartier,CA,2022-06-19 03:14:43,50.0334,-66.8654,49.75,64,100,17.38
522,Coelho Neto,BR,2022-06-19 03:14:43,-4.2567,-43.0128,72.12,90,79,3.11
523,Villazon,BO,2022-06-19 03:14:43,-22.0866,-65.5942,33.04,9,0,6.82
524,Gilgit,PK,2022-06-19 03:14:44,35.9221,74.3087,63.0,85,100,1.74
525,Mamakan,RU,2022-06-19 03:14:44,57.8161,114.0028,68.77,71,100,0.34
526,Santa Helena De Goias,BR,2022-06-19 03:14:44,-17.8136,-50.5969,62.71,93,63,3.85
527,Dinghai,CN,2022-06-19 03:14:11,26.2847,119.7936,77.88,88,94,9.82
528,San Mateo Del Mar,MX,2022-06-19 03:14:45,16.2,-95.0,81.52,75,100,25.5
529,Massaguet,TD,2022-06-19 03:14:45,12.4755,15.4365,81.57,58,52,10.07
530,Catalina,US,2022-06-19 03:14:46,32.5056,-110.9211,85.15,51,82,8.46
531,Lakes Entrance,AU,2022-06-19 03:14:46,-37.8811,147.981,58.15,64,0,10.22
532,Lifford,IE,2022-06-19 03:14:46,54.8319,-7.4836,51.75,92,99,11.63
533,Casa Grande,US,2022-06-19 03:14:08,32.8795,-111.7573,81.3,67,75,12.66
534,Port Hardy,CA,2022-06-19 03:13:53,50.6996,-127.4199,53.78,87,100,5.75
535,Guajara,BR,2022-06-19 03:14:47,-2.9667,-57.6667,76.32,82,100,0.83
536,Adrar,MR,2022-06-19 03:14:47,20.5022,-10.0711,84.4,43,48,7.16
537,Djibo,BF,2022-06-19 03:14:48,14.1022,-1.6306,82.02,58,62,8.66
538,Ustynivka,UA,2022-06-19 03:14:48,47.9551,32.5367,57.6,88,4,6.58
539,Portland,US,2022-06-19 03:13:33,45.5234,-122.6762,60.03,81,98,5.99
540,Oranjestad,AW,2022-06-19 03:14:03,12.524,-70.027,80.04,83,52,27.67
541,Karibib,NA,2022-06-19 03:14:49,-21.9333,15.8333,50.52,59,0,0.96
